alpha_id,alpha_name,source_file,mode,family_or_cluster,status,raw_net_R,cost_adjusted_R,estimated_cost_R,trade_count,winrate,ic_score,oos_R,walk_forward_status,holdout_status,contaminated,failure_reason,primary_loss_bucket,symbol_concentration,regime_available,session_available,spread_available,volume_available,baseline_compared,baseline_dominance_status,classification,rescue_action,inversion_priority,segment_rescue_priority,cost_rescue_priority,retest_priority,recommended_next_experiment,confidence,notes
fs_btc_lead_lag_alt_short_SCALP_1H_SLOW_short,btc_lead_lag_alt_short,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,BTC_dependency,REJECT,-0.415709,,0.062,51414,0.429,,,UNKNOWN,NOT_RUN,False,negative total R (-21373.27),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.42R negative across 51414 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-21373.27)
fs_btc_lead_lag_alt_long_SCALP_1H_SLOW_long,btc_lead_lag_alt_long,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,BTC_dependency,REJECT,-0.421054,,0.062,51514,0.4266,,,UNKNOWN,NOT_RUN,False,negative total R (-21690.17),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.42R negative across 51514 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-21690.17)
fs_btc_uptrend_pullback_long_SCALP_1H_SLOW_long,btc_uptrend_pullback_long,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,BTC_dependency,REJECT,-0.774175,,0.062,29360,0.4254,,,UNKNOWN,NOT_RUN,False,negative total R (-22729.77),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.77R negative across 29360 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-22729.77)
fs_ret_12h_rank_SCALP_1H_SLOW_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.363502,,0.062,63445,0.4265,,,UNKNOWN,NOT_RUN,False,negative total R (-23062.39),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.36R negative across 63445 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-23062.39)
fs_ret_24h_rank_SCALP_1H_SLOW_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.474414,,0.062,57952,0.4279,,,UNKNOWN,NOT_RUN,False,negative total R (-27493.26),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.47R negative across 57952 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-27493.26)
fs_ret_4h_rank_SCALP_1H_SLOW_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.417704,,0.062,71995,0.4253,,,UNKNOWN,NOT_RUN,False,negative total R (-30072.58),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.42R negative across 71995 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-30072.58)
fs_reversal_4h_zscore_SCALP_1H_SLOW_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,mean_reversion,REJECT,-0.415153,,0.062,72530,0.4308,,,UNKNOWN,NOT_RUN,False,negative total R (-30111.02),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.42R negative across 72530 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-30111.02)
fs_session_volatility_regime_SCALP_1H_SLOW_long,session_volatility_regime,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,volatility,REJECT,-0.51023,,0.062,64107,0.4282,,,UNKNOWN,NOT_RUN,False,negative total R (-32709.33),,UNKNOWN,False,False,False,False,False,UNKNOWN,BASELINE_DUPLICATE,"Baseline concept (session_volatility_regime). Keep for benchmark, not alpha.",0,0,0,0,,HIGH,negative total R (-32709.33)
fs_reversal_1h_zscore_SCALP_1H_SLOW_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,mean_reversion,REJECT,-0.471101,,0.062,78353,0.4294,,,UNKNOWN,NOT_RUN,False,negative total R (-36912.15),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.47R negative across 78353 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-36912.15)
fs_ret_1h_rank_SCALP_1H_SLOW_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.472268,,0.062,78267,0.4257,,,UNKNOWN,NOT_RUN,False,negative total R (-36963.02),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.47R negative across 78267 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-36963.02)
fs_volume_zscore_SCALP_1H_SLOW_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,volume,REJECT,-0.918283,,0.062,43245,0.4133,,,UNKNOWN,NOT_RUN,False,negative total R (-39711.17),,UNKNOWN,False,False,False,False,False,UNKNOWN,BASELINE_DUPLICATE,"Baseline concept (volume_zscore). Keep for benchmark, not alpha.",0,0,0,0,,HIGH,negative total R (-39711.17)
fs_btc_downtrend_breakdown_short_SCALP_1H_SLOW_short,btc_downtrend_breakdown_short,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,BTC_dependency,REJECT,-0.671686,,0.062,60323,0.4231,,,UNKNOWN,NOT_RUN,False,negative total R (-40518.10),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.67R negative across 60323 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-40518.10)
fs_range_zscore_SCALP_1H_SLOW_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,volatility,REJECT,-0.96236,,0.062,43027,0.4236,,,UNKNOWN,NOT_RUN,False,negative total R (-41407.45),,UNKNOWN,False,False,False,False,False,UNKNOWN,BASELINE_DUPLICATE,"Baseline concept (range_zscore). Keep for benchmark, not alpha.",0,0,0,0,,HIGH,negative total R (-41407.45)
fs_breakout_n_high_SCALP_1H_SLOW_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,breakout,REJECT,-0.67256,,0.062,61597,0.424,,,UNKNOWN,NOT_RUN,False,negative total R (-41427.65),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.67R negative across 61597 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-41427.65)
fs_breakdown_n_low_SCALP_1H_SLOW_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,breakout,REJECT,-0.676668,,0.062,61394,0.4288,,,UNKNOWN,NOT_RUN,False,negative total R (-41543.33),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.68R negative across 61394 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-41543.33)
fs_btc_lead_lag_alt_short_SCALP_1H_FAST_short,btc_lead_lag_alt_short,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,BTC_dependency,REJECT,-0.650187,,0.062,71393,0.4127,,,UNKNOWN,NOT_RUN,False,negative total R (-46418.81),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.65R negative across 71393 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-46418.81)
fs_btc_lead_lag_alt_long_SCALP_1H_FAST_long,btc_lead_lag_alt_long,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,BTC_dependency,REJECT,-0.655842,,0.062,71495,0.4125,,,UNKNOWN,NOT_RUN,False,negative total R (-46889.39),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.66R negative across 71495 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-46889.39)
fs_ret_12h_rank_SCALP_1H_FAST_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.549625,,0.062,88460,0.4112,,,UNKNOWN,NOT_RUN,False,negative total R (-48619.80),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.55R negative across 88460 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-48619.80)
fs_btc_uptrend_pullback_long_SCALP_1H_FAST_long,btc_uptrend_pullback_long,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,BTC_dependency,REJECT,-1.47899,,0.062,39581,0.4154,,,UNKNOWN,NOT_RUN,False,negative total R (-58539.89),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 1.48R negative across 39581 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-58539.89)
fs_ret_24h_rank_SCALP_1H_FAST_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.812807,,0.062,82797,0.4104,,,UNKNOWN,NOT_RUN,False,negative total R (-67297.96),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.81R negative across 82797 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-67297.96)
fs_session_volatility_regime_SCALP_1H_FAST_long,session_volatility_regime,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,volatility,REJECT,-0.748969,,0.062,91833,0.4124,,,UNKNOWN,NOT_RUN,False,negative total R (-68780.08),,UNKNOWN,False,False,False,False,False,UNKNOWN,BASELINE_DUPLICATE,"Baseline concept (session_volatility_regime). Keep for benchmark, not alpha.",0,0,0,0,,HIGH,negative total R (-68780.08)
fs_reversal_1h_zscore_SCALP_1H_FAST_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,mean_reversion,REJECT,-0.728978,,0.062,110728,0.416,,,UNKNOWN,NOT_RUN,False,negative total R (-80718.24),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.73R negative across 110728 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-80718.24)
fs_ret_4h_rank_SCALP_1H_FAST_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.828837,,0.062,98815,0.4064,,,UNKNOWN,NOT_RUN,False,negative total R (-81901.49),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.83R negative across 98815 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-81901.49)
fs_reversal_4h_zscore_SCALP_1H_FAST_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,mean_reversion,REJECT,-0.821278,,0.062,99807,0.4187,,,UNKNOWN,NOT_RUN,False,negative total R (-81969.27),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.82R negative across 99807 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-81969.27)
fs_volume_zscore_SCALP_1H_FAST_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,volume,REJECT,-1.27818,,0.062,67836,0.394,,,UNKNOWN,NOT_RUN,False,negative total R (-86706.61),,UNKNOWN,False,False,False,False,False,UNKNOWN,BASELINE_DUPLICATE,"Baseline concept (volume_zscore). Keep for benchmark, not alpha.",0,0,0,0,,HIGH,negative total R (-86706.61)
fs_btc_downtrend_breakdown_short_SCALP_1H_FAST_short,btc_downtrend_breakdown_short,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,BTC_dependency,REJECT,-1.020733,,0.062,85419,0.4016,,,UNKNOWN,NOT_RUN,False,negative total R (-87189.97),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 1.02R negative across 85419 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-87189.97)
fs_breakdown_n_low_SCALP_1H_FAST_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,breakout,REJECT,-1.019473,,0.062,86349,0.4179,,,UNKNOWN,NOT_RUN,False,negative total R (-88030.48),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 1.02R negative across 86349 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-88030.48)
fs_breakout_n_high_SCALP_1H_FAST_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,breakout,REJECT,-1.012585,,0.062,86944,0.4099,,,UNKNOWN,NOT_RUN,False,negative total R (-88038.23),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 1.01R negative across 86944 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-88038.23)
fs_range_zscore_SCALP_1H_FAST_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,volatility,REJECT,-1.353549,,0.062,67769,0.4013,,,UNKNOWN,NOT_RUN,False,negative total R (-91728.68),,UNKNOWN,False,False,False,False,False,UNKNOWN,BASELINE_DUPLICATE,"Baseline concept (range_zscore). Keep for benchmark, not alpha.",0,0,0,0,,HIGH,negative total R (-91728.68)
fs_ret_1h_rank_SCALP_1H_FAST_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.839421,,0.062,110513,0.4064,,,UNKNOWN,NOT_RUN,False,negative total R (-92766.92),,UNKNOWN,False,False,False,False,False,UNKNOWN,INVERSION_CANDIDATE,Consistently 0.84R negative across 110513 trades. Invert signal.,4,0,0,0,,MEDIUM,negative total R (-92766.92)
fs_ic_breakdown_n_low_24h_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,WATCH,,,0.062,29893,,-0.045254,,UNKNOWN,NOT_RUN,False,"moderate signal, IC_IR=0.15",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"moderate signal, IC_IR=0.15"
fs_ic_breakdown_n_low_12h_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,WATCH,,,0.062,29905,,-0.041047,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.14",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.14"
fs_ic_breakdown_n_low_4h_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,WATCH,,,0.062,29913,,-0.038292,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.13",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.13"
fs_ic_volume_zscore_24h_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volume,WATCH,,,0.062,29893,,0.035194,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.14 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.14 [orientation flipped: inverted]"
fs_ic_breakdown_n_low_1h_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,WATCH,,,0.062,29915,,-0.033907,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.12",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.12"
fs_ic_ret_24h_rank_24h_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29880,,0.029173,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10 [orientation flipped: inverted]"
fs_ic_ret_4h_rank_1h_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29922,,0.029099,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10 [orientation flipped: inverted]"
fs_ic_reversal_4h_zscore_1h_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29922,,0.029099,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10"
fs_ic_volume_zscore_12h_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volume,WATCH,,,0.062,29905,,0.028884,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.12 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.12 [orientation flipped: inverted]"
fs_ic_trend_pullback_ema_24h_long,trend_pullback_ema,reports/ALPHA_INVENTORY_FULL.csv,SCALP,trend,WATCH,,,0.062,29881,,0.028717,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.11 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.11 [orientation flipped: inverted]"
fs_ic_ret_24h_rank_12h_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29892,,0.028429,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10 [orientation flipped: inverted]"
fs_ic_trend_pullback_ema_12h_long,trend_pullback_ema,reports/ALPHA_INVENTORY_FULL.csv,SCALP,trend,WATCH,,,0.062,29893,,0.027995,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10 [orientation flipped: inverted]"
fs_ic_ret_1h_rank_1h_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29924,,0.027785,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10 [orientation flipped: inverted]"
fs_ic_reversal_1h_zscore_1h_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29924,,0.027785,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10"
fs_ic_ret_24h_rank_4h_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29900,,0.026445,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.09 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.09 [orientation flipped: inverted]"
fs_ic_range_zscore_24h_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volatility,WATCH,,,0.062,29899,,0.026273,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.10",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.10"
fs_ic_trend_pullback_ema_4h_long,trend_pullback_ema,reports/ALPHA_INVENTORY_FULL.csv,SCALP,trend,WATCH,,,0.062,29901,,0.025784,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.09 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.09 [orientation flipped: inverted]"
fs_ic_ret_4h_rank_4h_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29920,,0.025569,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.09 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.09 [orientation flipped: inverted]"
fs_ic_reversal_4h_zscore_4h_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29920,,0.025569,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.09",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.09"
fs_ic_ret_12h_rank_4h_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29912,,0.024166,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08 [orientation flipped: inverted]"
fs_ic_ret_12h_rank_12h_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29904,,0.023617,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08 [orientation flipped: inverted]"
fs_ic_breakout_n_high_24h_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,WATCH,,,0.062,29893,,0.023519,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08 [orientation flipped: inverted]"
fs_ic_ret_12h_rank_1h_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29914,,0.023362,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08 [orientation flipped: inverted]"
fs_ic_ret_24h_rank_1h_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29902,,0.022961,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08 [orientation flipped: inverted]"
fs_ic_trend_pullback_ema_1h_long,trend_pullback_ema,reports/ALPHA_INVENTORY_FULL.csv,SCALP,trend,WATCH,,,0.062,29903,,0.022474,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08 [orientation flipped: inverted]"
fs_ic_ret_12h_rank_24h_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29892,,0.022165,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08 [orientation flipped: inverted]"
fs_ic_ret_1h_rank_4h_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29922,,0.021031,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.07 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.07 [orientation flipped: inverted]"
fs_ic_reversal_1h_zscore_4h_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29922,,0.021031,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.07",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.07"
fs_ic_range_zscore_12h_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volatility,WATCH,,,0.062,29911,,0.019813,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.08",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.08"
fs_ic_volume_zscore_4h_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volume,WATCH,,,0.062,29913,,0.018421,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.07 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.07 [orientation flipped: inverted]"
fs_ic_breakout_n_high_12h_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,WATCH,,,0.062,29905,,0.017407,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.06 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.06 [orientation flipped: inverted]"
